date,open,high,low,close,volume_btc,sma20,sma50,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_pctb,bb_width,obv
2010-11-08,0.243185,0.243185,0.243185,0.243185,,0.190654,0.122261,,0.242367,0.190727,57.503909,0.051641,0.040315,0.011325,0.190654,0.34324,0.038068,0.672135,1.600661,0.0
2010-11-09,0.217273,0.217273,0.217273,0.217273,,0.196567,0.125364,,0.238507,0.192693,53.710113,0.045814,0.041415,0.004399,0.196567,0.343551,0.049584,0.570434,1.495506,0.0
2010-11-10,0.22955,0.22955,0.22955,0.22955,,0.202695,0.128702,,0.237129,0.195423,55.21763,0.041705,0.041473,0.000232,0.202695,0.344354,0.061036,0.594787,1.397753,0.0
2010-11-11,0.2231,0.2231,0.2231,0.2231,,0.208725,0.131927,,0.23497,0.197473,54.218648,0.037497,0.040678,-0.003181,0.208725,0.342879,0.074571,0.553577,1.285459,0.0
2010-11-12,0.2682,0.2682,0.2682,0.2682,,0.216907,0.136048,,0.240083,0.202712,59.707967,0.03737,0.040016,-0.002646,0.216907,0.344448,0.089366,0.701084,1.175995,0.0
2010-11-13,0.276,0.276,0.276,0.276,,0.224957,0.140324,,0.245608,0.208141,60.588123,0.037467,0.039506,-0.002039,0.224957,0.345908,0.104005,0.711008,1.075332,0.0
2010-11-14,0.27904,0.27904,0.27904,0.27904,,0.231953,0.144664,,0.250752,0.213393,60.946192,0.037359,0.039077,-0.001718,0.231953,0.348335,0.11557,0.702296,1.003501,0.0
2010-11-15,0.268465,0.268465,0.268465,0.268465,,0.237826,0.148793,,0.253477,0.217472,58.940055,0.036005,0.038462,-0.002458,0.237826,0.349014,0.126638,0.637778,0.93504,0.0
2010-11-16,0.225,0.225,0.225,0.225,,0.239691,0.152049,,0.249096,0.21803,51.444944,0.031066,0.036983,-0.005917,0.239691,0.348683,0.130699,0.432606,0.90944,0.0
2010-11-17,0.241939,0.241939,0.241939,0.241939,,0.243133,0.15565,,0.247995,0.219801,53.905119,0.028194,0.035225,-0.007031,0.243133,0.347756,0.138509,0.494296,0.860628,0.0
2010-11-18,0.269058,0.269058,0.269058,0.269058,,0.247086,0.159793,,0.251235,0.22345,57.608227,0.027786,0.033737,-0.005952,0.247086,0.349327,0.144844,0.607452,0.827581,0.0
2010-11-19,0.27829,0.27829,0.27829,0.27829,,0.25112,0.164121,,0.255397,0.227512,58.821096,0.027886,0.032567,-0.004681,0.25112,0.351586,0.150654,0.635221,0.800146,0.0
2010-11-20,0.283016,0.283016,0.283016,0.283016,,0.255645,0.168542,,0.259646,0.231623,59.460507,0.028023,0.031658,-0.003635,0.255645,0.353256,0.158035,0.640203,0.763637,0.0
2010-11-21,0.27675,0.27675,0.27675,0.27675,,0.259757,0.172849,,0.262278,0.234966,58.170796,0.027312,0.030789,-0.003477,0.259757,0.353576,0.165937,0.590564,0.722363,0.0
2010-11-22,0.285,0.285,0.285,0.285,,0.264317,0.177327,,0.265774,0.238672,59.418866,0.027101,0.030051,-0.00295,0.264317,0.353627,0.175007,0.615795,0.67578,0.0
2010-11-23,0.28295,0.28295,0.28295,0.28295,,0.268809,0.18176,,0.268416,0.241952,58.948198,0.026464,0.029334,-0.00287,0.268809,0.35218,0.185439,0.584807,0.620294,0.0
2010-11-24,0.282906,0.282906,0.282906,0.282906,,0.271491,0.186191,,0.270645,0.244986,58.937342,0.02566,0.028599,-0.002939,0.271491,0.353032,0.189949,0.569995,0.600695,0.0
2010-11-25,0.28,0.28,0.28,0.28,,0.272535,0.190534,,0.272084,0.247579,58.179891,0.024505,0.02778,-0.003275,0.272535,0.353951,0.19112,0.545844,0.597468,0.0
2010-11-26,0.2844,0.2844,0.2844,0.2844,,0.266706,0.194882,,0.273979,0.250307,59.038356,0.023672,0.026959,-0.003286,0.266706,0.32346,0.209952,0.655884,0.425591,0.0
2010-11-27,0.283,0.283,0.283,0.283,,0.263856,0.198853,,0.275367,0.252728,58.625986,0.022638,0.026095,-0.003456,0.263856,0.310409,0.217303,0.705614,0.352869,0.0
2010-11-28,0.271359,0.271359,0.271359,0.271359,,0.265265,0.202405,,0.27475,0.254109,55.174914,0.020642,0.025004,-0.004362,0.265265,0.310927,0.219602,0.566728,0.344279,0.0
2010-11-29,0.230559,0.230559,0.230559,0.230559,,0.265929,0.205073,,0.267952,0.252364,45.144801,0.015588,0.023121,-0.007533,0.265929,0.309098,0.22276,0.090333,0.324664,0.0
2010-11-30,0.2082,0.2082,0.2082,0.2082,,0.264862,0.207337,,0.258759,0.249093,40.770541,0.009666,0.02043,-0.010763,0.264862,0.31241,0.217313,-0.095834,0.359041,0.0
2010-12-01,0.2275,0.2275,0.2275,0.2275,,0.265082,0.209989,,0.25395,0.247493,45.66451,0.006457,0.017635,-0.011178,0.265082,0.31189,0.218273,0.098557,0.35316,0.0
2010-12-02,0.255,0.255,0.255,0.255,,0.264422,0.212991,,0.254112,0.248049,51.778494,0.006062,0.015321,-0.009258,0.264422,0.311407,0.217436,0.39974,0.355384,0.0
2010-12-03,0.25106,0.25106,0.25106,0.25106,,0.263175,0.215973,,0.253642,0.248272,50.894898,0.00537,0.013331,-0.007961,0.263175,0.310189,0.216161,0.371161,0.357284,0.0
2010-12-04,0.205001,0.205001,0.205001,0.205001,,0.259473,0.217973,,0.246159,0.245067,41.894205,0.001092,0.010883,-0.009791,0.259473,0.312217,0.206728,-0.016375,0.406553,0.0
2010-12-05,0.20285,0.20285,0.20285,0.20285,,0.256192,0.22001,,0.239496,0.24194,41.524958,-0.002444,0.008217,-0.010661,0.256192,0.314192,0.198192,0.040156,0.452786,0.0
2010-12-06,0.204,0.204,0.204,0.204,,0.255142,0.22205,,0.234035,0.239129,41.820262,-0.005094,0.005555,-0.01065,0.255142,0.31605,0.194234,0.080172,0.477445,0.0
2010-12-07,0.23342,0.23342,0.23342,0.23342,,0.254716,0.22467,,0.23394,0.238707,48.926453,-0.004766,0.003491,-0.008257,0.254716,0.316105,0.193327,0.326552,0.482017,0.0
2010-12-08,0.2388,0.2388,0.2388,0.2388,,0.253203,0.227495,,0.234688,0.238713,50.126025,-0.004025,0.001988,-0.006013,0.253203,0.314595,0.191811,0.382696,0.484921,0.0
2010-12-09,0.199992,0.199992,0.199992,0.199992,,0.249288,0.229515,,0.22935,0.235845,42.39099,-0.006495,0.000291,-0.006786,0.249288,0.313694,0.184883,0.117296,0.516715,0.0
2010-12-10,0.204,0.204,0.204,0.204,,0.245337,0.231455,,0.22545,0.233486,43.363109,-0.008036,-0.001374,-0.006662,0.245337,0.31067,0.180005,0.183638,0.532592,0.0
2010-12-11,0.228,0.228,0.228,0.228,,0.2429,0.233965,,0.225842,0.23308,48.920957,-0.007237,-0.002547,-0.00469,0.2429,0.306988,0.178811,0.383756,0.527694,0.0
2010-12-12,0.219854,0.219854,0.219854,0.219854,,0.239643,0.236271,,0.224921,0.2321,47.226873,-0.007179,-0.003473,-0.003706,0.239643,0.301421,0.177864,0.339841,0.515591,0.0
2010-12-13,0.227605,0.227605,0.227605,0.227605,,0.236875,0.238523,,0.225334,0.231767,49.035384,-0.006433,-0.004065,-0.002368,0.236875,0.295526,0.178225,0.420972,0.4952,0.0
2010-12-14,0.24669,0.24669,0.24669,0.24669,,0.235064,0.240674,,0.22862,0.232873,53.280461,-0.004253,-0.004103,-0.00015,0.235064,0.290039,0.18009,0.605735,0.467744,0.0
2010-12-15,0.24,0.24,0.24,0.24,,0.233064,0.242454,,0.23037,0.233401,51.656173,-0.00303,-0.003888,0.000858,0.233064,0.284126,0.182003,0.567913,0.438175,0.0
2010-12-16,0.24996,0.24996,0.24996,0.24996,,0.231342,0.2437,,0.233384,0.234627,53.909006,-0.001243,-0.003359,0.002116,0.231342,0.277445,0.18524,0.701914,0.398565,0.0
2010-12-17,0.242656,0.242656,0.242656,0.242656,,0.229325,0.245091,,0.234811,0.235222,51.995411,-0.000411,-0.00277,0.002358,0.229325,0.269339,0.189312,0.666576,0.348965,0.0
2010-12-18,0.241,0.241,0.241,0.241,,0.227807,0.246111,,0.235763,0.23565,51.548695,0.000113,-0.002193,0.002306,0.227807,0.263385,0.19223,0.685408,0.312345,0.0
2010-12-19,0.2401,0.2401,0.2401,0.2401,,0.228284,0.24696,,0.23643,0.23598,51.290754,0.000451,-0.001664,0.002115,0.228284,0.26425,0.192319,0.664262,0.315097,0.0
2010-12-20,0.267,0.267,0.267,0.267,,0.231224,0.24845,,0.241133,0.238277,58.047737,0.002856,-0.00076,0.003616,0.231224,0.26967,0.192779,0.965275,0.33254,0.0
2010-12-21,0.241436,0.241436,0.241436,0.241436,,0.231921,0.249389,,0.24118,0.238511,50.83114,0.002668,-7.5e-05,0.002743,0.231921,0.270576,0.193266,0.623074,0.333346,0.0
2010-12-22,0.25,0.25,0.25,0.25,,0.231671,0.250513,,0.242537,0.239362,52.941784,0.003174,0.000575,0.002599,0.231671,0.269787,0.193556,0.740437,0.329049,0.0
2010-12-23,0.24997,0.24997,0.24997,0.24997,,0.231617,0.25165,,0.24368,0.240148,52.933249,0.003532,0.001167,0.002366,0.231617,0.269624,0.193609,0.741445,0.328194,0.0
2010-12-24,0.248,0.248,0.248,0.248,,0.233767,0.252025,,0.244345,0.24073,52.333974,0.003615,0.001656,0.001959,0.233767,0.270346,0.197187,0.694552,0.31296,0.0
2010-12-25,0.2499,0.2499,0.2499,0.2499,,0.236119,0.25184,,0.2452,0.241409,52.887928,0.00379,0.002083,0.001707,0.236119,0.270424,0.201814,0.700858,0.290574,0.0
2010-12-26,0.264962,0.264962,0.264962,0.264962,,0.239167,0.24912,,0.24824,0.243154,57.140298,0.005086,0.002684,0.002402,0.239167,0.272329,0.206005,0.888921,0.277313,0.0
2010-12-27,0.264785,0.264785,0.264785,0.264785,,0.240736,0.247616,,0.250785,0.244756,57.075198,0.006029,0.003353,0.002676,0.240736,0.275586,0.205885,0.845046,0.289532,0.0
2010-12-28,0.281,0.281,0.281,0.281,,0.242846,0.248372,,0.255434,0.247441,61.418073,0.007993,0.004281,0.003712,0.242846,0.281836,0.203855,0.989284,0.321111,0.0
2010-12-29,0.3,0.3,0.3,0.3,,0.247846,0.250026,,0.26229,0.251334,65.78626,0.010956,0.005616,0.00534,0.247846,0.289153,0.206539,1.131301,0.333326,0.0
2010-12-30,0.3,0.3,0.3,0.3,,0.252646,0.251435,,0.268092,0.254939,65.78626,0.013153,0.007123,0.006029,0.252646,0.29476,0.210532,1.06221,0.333385,0.0
2010-12-31,0.3,0.3,0.3,0.3,,0.256246,0.252973,,0.273001,0.258277,65.78626,0.014724,0.008643,0.00608,0.256246,0.301509,0.210983,0.983328,0.35328,0.0
2011-01-01,0.3,0.3,0.3,0.3,,0.260253,0.253609,,0.277154,0.261367,65.78626,0.015787,0.010072,0.005715,0.260253,0.306107,0.2144,0.933411,0.352375,0.0
2011-01-02,0.29997,0.29997,0.29997,0.29997,,0.263871,0.254089,,0.280664,0.264227,65.770446,0.016438,0.011345,0.005092,0.263871,0.310266,0.217477,0.889037,0.351647,0.0
